Date,No_of_Accidents,Tithi,Nakshtra,Karna,Yoga,Ayanamsa,Rashi
09-05-2020,1712,Vidhiya,Anuradha,Garaja,Parigha,"24 8'13""",Vrushchika
02-09-2020,1707,Punnami,Satabhisham,Bawa,Sukarman,"24 8'31""",Kumbha
25-07-2017,1707,Vidhiya,Aslesha,Kaulava,Vyatipata,"24 6'2""",Karkataka
29-11-2018,1696,Sapthami,Aslesha,Vishti,Indra,"24 7'3""",Karkataka
28-09-2019,1696,Chaturdasi,Pubha,Sakuna,Sukla,"24 7'43""",Simha
02-05-2020,1691,Navami,Aslesha,Kaulava,Vridhi,"24 8'12""",Karkataka
18-07-2017,1691,Navami,Bharani,Garaja,Dhrithi,"24 6'1""",Mesha
21-06-2016,1688,Padyami,Mula,Balava,Sukla,"24 5'12""",Dhanu
13-07-2017,1686,Chaviti,Satabhisham,Bawa,Ayushman,"24 6'1""",Kumbha
04-10-2020,1685,Vidhiya,Ashwini,Garaja,Harshana,"24 8'34""",Mesha
17-05-2020,1682,Dasami,Purva-Bhadra,Vishti,Vaidhruthi,"24 8'14""",Kumbha
11-02-2023,1682,Panchami,Chitta,Taitula,Soola,"24 10'41""",Kanya
28-03-2021,1676,Chaturdasi,Uttara,Vanija,Ganda,"24 8'59""",Simha
28-02-2023,1675,Ashtami,Rohini,Bawa,Vishkambha,"24 10'43""",Vrushabha
18-01-2018,1675,Padyami,Sravanam,Bawa,Vajra,"24 6'24""",Makara
31-10-2021,1674,Dasami,Makha,Vanija,Bramha,"24 9'29""",Simha
07-03-2021,1673,Navami,Mula,Taitula,Siddhi,"24 8'57""",Dhanu
03-09-2020,1670,Padyami,Purva-Bhadra,Kaulava,Dhrithi,"24 8'31""",Kumbha
19-01-2018,1670,Vidhiya,Sravanam,Kaulava,Siddhi,"24 6'25""",Makara
15-07-2016,1668,Ekadasi,Visakha,Vanija,Subha,"24 5'16""",Tula
07-03-2020,1668,Dvadasi,Pushyami,Balava,Sobhana,"24 8'6""",Karkataka
04-09-2020,1656,Vidhiya,Uttara-Bhadra,Taitula,Soola,"24 8'31""",Meena
01-01-2020,1655,Shasti,Satabhisham,Kaulava,Vyatipata,"24 7'57""",Kumbha
22-02-2020,1654,Chaturdasi,Sravanam,Vishti,Variyan,"24 8'5""",Makara
29-06-2017,1653,Shasti,Pubha,Kaulava,Siddhi,"24 5'58""",Simha
13-03-2021,1652,Amavasya,Purva-Bhadra,Chatushpada,Sadhya,"24 8'57""",Kumbha
14-08-2020,1645,Dasami,Rohini,Vanija,Vyaghata,"24 8'29""",Vrushabha
03-09-2018,1645,Ashtami,Rohini,Balava,Harshana,"24 6'53""",Vrushabha
15-02-2020,1635,Sapthami,Swati,Vishti,Vridhi,"24 8'4""",Tula
09-02-2020,1634,Punnami,Aslesha,Vishti,Saubhagya,"24 8'3""",Karkataka
13-08-2020,1633,Navami,Kruthika,Garaja,Dhruva,"24 8'29""",Vrushabha
30-05-2020,1627,Ashtami,Makha,Vishti,Harshana,"24 8'16""",Simha
21-03-2020,1624,Dvadasi,Dhanista,Taitula,Siddha,"24 8'7""",Makara
19-08-2020,1623,Amavasya,Aslesha,Nagava,Parigha,"24 8'29""",Karkataka
20-10-2019,1620,Shasti,Aarudra,Vanija,Parigha,"24 7'46""",Mithuna
14-09-2019,1619,Punnami,Purva-Bhadra,Bawa,Soola,"24 7'42""",Kumbha
19-03-2023,1603,Dvadasi,Dhanista,Taitula,Siddha,"24 10'45""",Makara
16-05-2020,1602,Navami,Satabhisham,Garaja,Indra,"24 8'14""",Kumbha
04-04-2020,1598,Ekadasi,Aslesha,Vanija,Dhrithi,"24 8'9""",Karkataka
07-09-2019,1597,Navami,Jyesta,Balava,Prithi,"24 7'41""",Vrushchika
04-07-2018,1593,Shasti,Satabhisham,Garaja,Ayushman,"24 6'45""",Kumbha
21-08-2020,1592,Vidhiya,Uttara,Kaulava,Siddha,"24 8'30""",Simha
13-10-2019,1590,Punnami,Uttara-Bhadra,Vishti,Dhruva,"24 7'45""",Meena
08-02-2020,1589,Chaturdasi,Pushyami,Garaja,Ayushman,"24 8'3""",Karkataka
25-11-2016,1588,Ekadasi,Hasta,Balava,Ayushman,"24 5'30""",Kanya
17-07-2020,1586,Dvadasi,Rohini,Kaulava,Vridhi,"24 8'25""",Vrushabha
20-09-2016,1583,Chaviti,Bharani,Bawa,Vyaghata,"24 5'23""",Mesha
24-07-2020,1582,Chavithi,Pubha,Vanija,Variyan,"24 8'26""",Simha
01-02-2020,1581,Sapthami,Ashwini,Garaja,Sadhya,"24 8'2""",Mesha
27-07-2020,1579,Sapthami,Chitta,Vanija,Sadhya,"24 8'26""",Tula
18-04-2020,1579,Ekadasi,Dhanista,Bawa,Sukla,"24 8'10""",Kumbha
11-01-2020,1578,Padyami,Punarwasu,Balava,Vaidhruthi,"24 7'59""",Mithuna
31-08-2020,1577,Trayodasi,Sravanam,Taitula,Sobhana,"24 8'31""",Makara
31-08-2019,1575,Padyami,Pubha,Kimstughana,Siddha,"24 7'41""",Simha
26-06-2017,1572,Vidhiya,Pushyami,Kaulava,Vyaghata,"24 5'58""",Karkataka
12-08-2020,1569,Ashtami,Kruthika,Kaulava,Vridhi,"24 8'28""",Mesha
06-10-2019,1567,Ashtami,Purva-Shada,Bawa,Atiganda,"24 7'44""",Dhanu
21-03-2021,1564,Sapthami,Mrugasira,Vanija,Ayushman,"24 8'58""",Vrushabha
29-02-2020,1564,Panchami,Ashwini,Balava,Bramha,"24 8'5""",Mesha
29-12-2019,1559,Thadiya,Sravanam,Garaja,Harshana,"24 7'56""",Makara
28-07-2020,1559,Ashtami,Swati,Bawa,Subha,"24 8'26""",Tula
17-08-2020,1556,Trayodasi,Punarwasu,Garaja,Siddhi,"24 8'29""",Karkataka
14-06-2020,1555,Navami,Uttara-Bhadra,Taitula,Ayushman,"24 8'19""",Meena
25-01-2020,1548,Amavasya,Uttara-Shaada,Nagava,Vajra,"24 8'1""",Makara
23-11-2017,1548,Chavithi,Purva-Shada,Vishti,Ganda,"24 6'15""",Dhanu
01-09-2020,1546,Chaturdasi,Dhanista,Vanija,Atiganda,"24 8'31""",Makara
22-09-2016,1544,Shasti,Rohini,Vanija,Vajra,"24 5'23""",Vrushabha
12-04-2020,1541,Panchami,Jyesta,Kaulava,Variyan,"24 8'10""",Vrushchika
03-07-2017,1538,Dasami,Swati,Taitula,Siva,"24 5'59""",Tula
10-11-2019,1537,Trayodasi,Revathi,Kaulava,Vajra,"24 7'48""",Meena
25-04-2020,1532,Vidhiya,Kruthika,Kaulava,Saubhagya,"24 8'11""",Mesha
07-06-2020,1531,Vidhiya,Mula,Taitula,Subha,"24 8'17""",Dhanu
27-10-2019,1531,Chaturdasi,Hasta,Vishti,Vaidhruthi,"24 7'46""",Kanya
21-07-2020,1525,Padyami,Pushyami,Kimstughana,Vajra,"24 8'25""",Karkataka
18-08-2020,1517,Chaturdasi,Pushyami,Sakuna,Vyatipata,"24 8'29""",Karkataka
18-07-2016,1513,Trayodasi,Mula,Taitula,Indra,"24 5'16""",Dhanu
26-08-2020,1512,Ashtami,Anuradha,Bawa,Vaidhruthi,"24 8'30""",Vrushchika
21-09-2016,1506,Panchami,Kruthika,Taitula,Harshana,"24 5'23""",Mesha
22-07-2020,1500,Vidhiya,Aslesha,Balava,Siddhi,"24 8'25""",Karkataka
06-08-2020,1496,Thadiya,Satabhisham,Vanija,Sobhana,"24 8'28""",Kumbha
04-08-2020,1495,Padyami,Sravanam,Balava,Ayushman,"24 8'27""",Makara
03-11-2019,1489,Shasti,Uttara-Shaada,Taitula,Dhrithi,"24 7'47""",Dhanu
17-07-2017,1482,Ashtami,Ashwini,Kaulava,Sukarman,"24 6'1""",Mesha
15-09-2019,1480,Padyami,Uttara-Bhadra,Kaulava,Ganda,"24 7'42""",Meena
06-07-2020,1477,Padyami,Uttara-Shaada,Kaulava,Vaidhruthi,"24 8'23""",Dhanu
22-09-2019,1456,Ashtami,Mrugasira,Balava,Vyatipata,"24 7'43""",Mithuna
02-02-2020,1454,Ashtami,Bharani,Vishti,Subha,"24 8'2""",Mesha
03-09-2021,1452,Ekadasi,Punarwasu,Balava,Vyatipata,"24 9'23""",Mithuna
01-07-2020,1450,Ekadasi,Swati,Vanija,Siddha,"24 8'22""",Tula
20-08-2020,1446,Padyami,Makha,Bawa,Siva,"24 8'29""",Simha
07-08-2020,1439,Chaviti,Purva-Bhadra,Bawa,Atiganda,"24 8'28""",Kumbha
29-07-2020,1438,Navami,Visakha,Kaulava,Sukla,"24 8'26""",Tula
11-04-2020,1438,Chaviti,Anuradha,Bawa,Siddhi,"24 8'9""",Vrushchika
24-05-2020,1437,Vidhiya,Rohini,Balava,Sukarman,"24 8'15""",Vrushabha
27-08-2020,1436,Navami,Jyesta,Kaulava,Vishkambha,"24 8'30""",Vrushchika
04-02-2023,1431,Chaturdasi,Punarwasu,Garaja,Prithi,"24 10'40""",Mithuna
08-07-2020,1431,Thadiya,Dhanista,Vishti,Prithi,"24 8'23""",Makara
15-03-2020,1429,Shasti,Anuradha,Vanija,Vajra,"24 8'7""",Vrushchika
01-06-2017,1427,Sapthami,Makha,Vanija,Harshana,"24 5'54""",Simha
02-07-2020,1427,Dvadasi,Visakha,Bawa,Sadhya,"24 8'22""",Vrushchika
07-07-2020,1424,Vidhiya,Sravanam,Garaja,Vishkambha,"24 8'23""",Makara
04-12-2020,1422,Chaviti,Punarwasu,Bawa,Sukla,"24 8'42""",Mithuna
30-07-2020,1417,Dasami,Anuradha,Garaja,Bramha,"24 8'27""",Vrushchika
12-01-2020,1416,Vidhiya,Pushyami,Taitula,Vishkambha,"24 7'59""",Karkataka
23-07-2020,1416,Thadiya,Makha,Taitula,Vyatipata,"24 8'26""",Simha
05-08-2020,1403,Vidhiya,Dhanista,Taitula,Saubhagya,"24 8'27""",Kumbha
16-07-2020,1403,Ekadasi,Kruthika,Bawa,Ganda,"24 8'24""",Vrushabha
01-03-2020,1400,Shasti,Bharani,Taitula,Indra,"24 8'5""",Mesha
19-09-2019,1390,Panchami,Bharani,Kaulava,Harshana,"24 7'43""",Mesha
20-07-2020,1384,Amavasya,Punarwasu,Chatushpada,Harshana,"24 8'25""",Mithuna
30-06-2020,1382,Dasami,Chitta,Taitula,Siva,"24 8'22""",Tula
10-10-2016,1381,Navami,Uttara-Shaada,Balava,Sukarman,"24 5'25""",Makara
24-08-2020,1379,Shasti,Swati,Kaulava,Sukla,"24 8'30""",Tula
05-02-2023,1375,Punnami,Pushyami,Vishti,Ayushman,"24 10'40""",Karkataka
15-07-2020,1373,Dasami,Bharani,Vanija,Soola,"24 8'24""",Mesha
12-02-2023,1371,Shasti,Chitta,Vanija,Ganda,"24 10'41""",Tula
25-08-2020,1369,Sapthami,Visakha,Garaja,Indra,"24 8'30""",Tula
01-09-2019,1369,Vidhiya,Uttara,Kaulava,Sadhya,"24 7'41""",Kanya
04-01-2020,1366,Navami,Revathi,Balava,Siva,"24 7'57""",Meena
10-05-2020,1365,Thadiya,Jyesta,Vishti,Siva,"24 8'13""",Vrushchika
10-08-2020,1365,Shasti,Ashwini,Vanija,Soola,"24 8'28""",Mesha
15-05-2021,1361,Thadiya,Mrugasira,Garaja,Sukarman,"24 9'5""",Mithuna
26-12-2018,1358,Chaviti,Aslesha,Balava,Vishkambha,"24 7'7""",Karkataka
06-01-2019,1352,Amavasya,Purva-Shada,Nagava,Dhruva,"24 7'9""",Dhanu
04-07-2019,1351,Vidhiya,Punarwasu,Balava,Vyaghata,"24 7'33""",Karkataka
04-01-2017,1350,Shasti,Purva-Bhadra,Kaulava,Vyatipata,"24 5'37""",Kumbha
24-11-2016,1350,Dasami,Uttara,Vishti,Prithi,"24 5'30""",Kanya
16-02-2020,1346,Ashtami,Visakha,Balava,Dhruva,"24 8'4""",Vrushchika
26-04-2020,1341,Thadiya,Rohini,Garaja,Sobhana,"24 8'11""",Vrushabha
28-03-2020,1341,Chavithi,Bharani,Vanija,Vishkambha,"24 8'8""",Mesha
19-01-2019,1341,Trayodasi,Mrugasira,Kaulava,Indra,"24 7'11""",Mithuna
29-09-2019,1334,Padyami,Hasta,Kimstughana,Bramha,"24 7'44""",Kanya
31-10-2022,1328,Shasti,Purva-Shada,Taitula,Dhrithi,"24 10'23""",Dhanu
13-07-2021,1319,Thadiya,Aslesha,Garaja,Siddhi,"24 9'15""",Karkataka
11-08-2020,1318,Sapthami,Bharani,Bawa,Ganda,"24 8'28""",Mesha
13-07-2020,1317,Ashtami,Revathi,Balava,Sukarman,"24 8'24""",Meena
31-05-2020,1313,Navami,Pubha,Balava,Vajra,"24 8'16""",Simha
26-01-2020,1309,Padyami,Sravanam,Bawa,Siddhi,"24 8'1""",Makara
05-09-2016,1308,Chavithi,Chitta,Vanija,Sukla,"24 5'22""",Kanya
14-03-2021,1297,Padyami,Uttara-Bhadra,Kimstughana,Subha,"24 8'58""",Meena
03-08-2016,1290,Amavasya,Pushyami,Nagava,Siddhi,"24 5'19""",Karkataka
05-01-2020,1284,Navami,Ashwini,Kaulava,Siddha,"24 7'58""",Mesha
23-02-2020,1283,Amavasya,Dhanista,Chatushpada,Parigha,"24 8'5""",Kumbha
25-12-2019,1278,Chaturdasi,Jyesta,Sakuna,Soola,"24 7'56""",Vrushchika
08-03-2018,1273,Shasti,Anuradha,Vanija,Harshana,"24 6'30""",Vrushchika
14-07-2020,1270,Navami,Ashwini,Taitula,Dhrithi,"24 8'24""",Mesha
19-05-2019,1267,Punnami,Visakha,Bawa,Parigha,"24 7'25""",Vrushchika
19-04-2020,1265,Dvadasi,Satabhisham,Kaulava,Bramha,"24 8'10""",Kumbha
03-07-2020,1257,Trayodasi,Anuradha,Kaulava,Subha,"24 8'22""",Vrushchika
01-12-2018,1255,Navami,Pubha,Taitula,Vishkambha,"24 7'3""",Simha
08-03-2020,1235,Trayodasi,Aslesha,Taitula,Atiganda,"24 8'6""",Karkataka
03-05-2020,1228,Dasami,Pubha,Garaja,Dhruva,"24 8'12""",Simha
19-01-2020,1212,Navami,Visakha,Garaja,Soola,"24 8'0""",Tula
27-10-2018,1206,Thadiya,Kruthika,Vanija,Vyatipata,"24 6'58""",Vrushabha
18-05-2019,1195,Chaturdasi,Swati,Vanija,Variyan,"24 7'25""",Tula
08-09-2019,1195,Dasami,Mula,Taitula,Ayushman,"24 7'42""",Dhanu
16-05-2021,1189,Chavithi,Aarudra,Vishti,Dhrithi,"24 9'5""",Mithuna
10-11-2018,1188,Thadiya,Jyesta,Taitula,Atiganda,"24 7'0""",Vrushchika
26-12-2017,1185,Sapthami,Purva-Bhadra,Vanija,Vyatipata,"24 6'21""",Meena
01-01-2019,1178,Dasami,Swati,Vishti,Sukarman,"24 7'8""",Tula
17-11-2018,1177,Navami,Satabhisham,Kaulava,Vyaghata,"24 7'1""",Kumbha
09-02-2019,1175,Chavithi,Uttara-Bhadra,Vishti,Siddha,"24 7'14""",Meena
04-07-2016,1169,Amavasya,Aarudra,Chatushpada,Dhruva,"24 5'14""",Mithuna
25-11-2018,1167,Vidhiya,Mrugasira,Garaja,Siddha,"24 7'2""",Vrushabha
02-02-2019,1160,Trayodasi,Purva-Shada,Garaja,Harshana,"24 7'13""",Dhanu
12-01-2019,1160,Shasti,Purva-Bhadra,Kaulava,Variyan,"24 7'10""",Kumbha
01-07-2016,1146,Ekadasi,Bharani,Balava,Dhrithi,"24 5'14""",Mesha
30-11-2022,1145,Sapthami,Dhanista,Vanija,Vyaghata,"24 10'28""",Kumbha
13-04-2019,1126,Ashtami,Punarwasu,Bawa,Sukarman,"24 7'21""",Mithuna
06-04-2019,1119,Padyami,Revathi,Kimstughana,Vaidhruthi,"24 7'20""",Meena
11-10-2018,1118,Vidhiya,Swati,Kaulava,Vishkambha,"24 6'57""",Tula
05-01-2019,1114,Chaturdasi,Mula,Sakuna,Vridhi,"24 7'9""",Dhanu
16-02-2019,1111,Ekadasi,Aarudra,Vishti,Vishkambha,"24 7'15""",Mithuna
15-09-2018,1110,Shasti,Visakha,Kaulava,Vishkambha,"24 6'54""",Vrushchika
10-02-2019,1105,Panchami,Revathi,Bawa,Sadhya,"24 7'14""",Meena
01-06-2019,1102,Trayodasi,Bharani,Garaja,Sobhana,"24 7'27""",Mesha
26-05-2016,1097,Chaviti,Purva-Shada,Balava,Sukla,"24 5'8""",Dhanu
08-06-2019,1097,Panchami,Aslesha,Balava,Vyaghata,"24 7'28""",Karkataka
20-02-2023,1097,Amavasya,Dhanista,Chatushpada,Parigha,"24 10'42""",Makara
03-11-2018,1095,Dasami,Pubha,Vishti,Bramha,"24 6'59""",Simha
16-06-2018,1095,Thadiya,Punarwasu,Taitula,Dhruva,"24 6'42""",Mithuna
29-03-2020,1094,Panchami,Kruthika,Bawa,Prithi,"24 8'8""",Vrushabha
11-11-2018,1091,Chavithi,Mula,Vanija,Sukarman,"24 7'0""",Dhanu
18-08-2018,1082,Ashtami,Visakha,Vishti,Bramha,"24 6'52""",Tula
07-09-2020,1080,Panchami,Ashwini,Kaulava,Dhruva,"24 8'31""",Mesha
30-03-2019,1079,Dasami,Uttara-Shaada,Vanija,Siva,"24 7'19""",Makara
08-09-2018,1071,Trayodasi,Aslesha,Vanija,Siva,"24 6'54""",Karkataka
23-03-2019,1069,Thadiya,Chitta,Vanija,Dhruva,"24 7'19""",Tula
01-11-2018,1066,Ashtami,Pushyami,Kaulava,Subha,"24 6'59""",Karkataka
24-11-2018,1058,Padyami,Rohini,Kaulava,Siva,"24 7'2""",Vrushabha
17-02-2019,1054,Dvadasi,Punarwasu,Balava,Ayushman,"24 7'15""",Mithuna
10-02-2018,1051,Dasami,Jyesta,Vanija,Vyaghata,"24 6'28""",Vrushchika
27-05-2016,1048,Panchami,Uttara-Shaada,Taitula,Bramha,"24 5'8""",Makara
25-05-2016,1043,Thadiya,Mula,Vishti,Sadhya,"24 5'8""",Dhanu
29-06-2019,1042,Ekadasi,Bharani,Balava,Dhrithi,"24 7'32""",Mesha
09-03-2019,1039,Vidhiya,Revathi,Kaulava,Sukla,"24 7'17""",Meena
20-01-2019,1036,Chaturdasi,Aarudra,Garaja,Vaidhruthi,"24 7'12""",Mithuna
26-01-2019,1032,Shasti,Hasta,Garaja,Sukarman,"24 7'12""",Kanya
03-08-2019,1030,Vidhiya,Makha,Kaulava,Variyan,"24 7'37""",Simha
13-10-2018,1028,Chavithi,Anuradha,Vishti,Ayushman,"24 6'57""",Vrushchika
11-08-2018,1026,Amavasya,Pushyami,Chatushpada,Vyatipata,"24 6'51""",Karkataka
15-12-2018,1022,Sapthami,Purva-Bhadra,Vanija,Vajra,"24 7'6""",Kumbha
24-05-2016,1018,Vidhiya,Mula,Garaja,Siddha,"24 5'8""",Dhanu
13-07-2019,1017,Dvadasi,Anuradha,Bawa,Subha,"24 7'34""",Vrushchika
09-07-2020,1016,Chaviti,Dhanista,Balava,Ayushman,"24 8'23""",Kumbha
30-06-2019,1015,Dvadasi,Kruthika,Taitula,Soola,"24 7'32""",Vrushabha
28-10-2018,1013,Chaviti,Rohini,Bawa,Variyan,"24 6'58""",Vrushabha
20-05-2016,1006,Chaturdasi,Swati,Garaja,Variyan,"24 5'7""",Tula
04-05-2019,1006,Chaturdasi,Ashwini,Sakuna,Prithi,"24 7'23""",Mesha
02-12-2018,1004,Dasami,Uttara,Vanija,Prithi,"24 7'3""",Kanya
17-03-2018,998,Amavasya,Purva-Bhadra,Chatushpada,Subha,"24 6'31""",Kumbha
18-11-2018,995,Dasami,Purva-Bhadra,Garaja,Harshana,"24 7'1""",Kumbha
10-08-2019,992,Dasami,Jyesta,Garaja,Indra,"24 7'38""",Vrushchika
04-08-2019,992,Chavithi,Pubha,Vanija,Parigha,"24 7'38""",Simha
23-02-2019,991,Chaviti,Chitta,Balava,Ganda,"24 7'16""",Kanya
21-07-2019,990,Chaviti,Satabhisham,Balava,Saubhagya,"24 7'36""",Kumbha
28-11-2019,985,Vidhiya,Jyesta,Balava,Dhrithi,"24 7'51""",Vrushchika
16-11-2019,985,Chaviti,Aarudra,Bawa,Siddha,"24 7'49""",Mithuna
01-01-2018,981,Chaturdasi,Mrugasira,Garaja,Sukla,"24 6'22""",Vrushabha
11-08-2019,979,Ekadasi,Mula,Vishti,Vaidhruthi,"24 7'39""",Dhanu
10-03-2018,978,Ashtami,Jyesta,Kaulava,Siddhi,"24 6'30""",Vrushchika
30-06-2018,978,Vidhiya,Uttara-Shaada,Taitula,Indra,"24 6'44""",Makara
06-10-2018,978,Dvadasi,Makha,Kaulava,Sadhya,"24 6'56""",Simha
22-12-2018,978,Chaturdasi,Rohini,Vanija,Subha,"24 7'7""",Vrushabha
02-06-2018,977,Thadiya,Purva-Shada,Vishti,Sukla,"24 6'40""",Dhanu
07-04-2016,976,Amavasya,Uttara-Bhadra,Chatushpada,Indra,"24 5'2""",Meena
19-08-2018,975,Ashtami,Anuradha,Bawa,Indra,"24 6'52""",Vrushchika
12-05-2018,974,Dvadasi,Uttara-Bhadra,Kaulava,Vishkambha,"24 6'37""",Meena
07-04-2019,974,Vidhiya,Ashwini,Balava,Vishkambha,"24 7'20""",Mesha
20-07-2019,974,Thadiya,Dhanista,Vishti,Ayushman,"24 7'35""",Kumbha
24-02-2019,973,Panchami,Swati,Taitula,Vridhi,"24 7'16""",Tula
07-04-2018,973,Sapthami,Mula,Vishti,Variyan,"24 6'33""",Dhanu
04-07-2017,970,Ekadasi,Swati,Vanija,Siddha,"24 5'59""",Tula
23-11-2019,966,Ekadasi,Hasta,Balava,Prithi,"24 7'50""",Kanya
04-11-2018,965,Ekadasi,Uttara,Balava,Indra,"24 6'59""",Simha
18-05-2016,964,Dvadasi,Hasta,Bawa,Siddhi,"24 5'7""",Kanya
25-08-2018,963,Chaturdasi,Sravanam,Garaja,Sobhana,"24 6'52""",Makara
11-05-2019,960,Sapthami,Pushyami,Garaja,Ganda,"24 7'24""",Karkataka
07-07-2019,959,Panchami,Pubha,Balava,Vyatipata,"24 7'33""",Simha
12-05-2019,958,Ashtami,Aslesha,Vishti,Vridhi,"24 7'24""",Karkataka
21-07-2018,958,Navami,Swati,Balava,Sadhya,"24 6'48""",Tula
17-08-2019,957,Vidhiya,Satabhisham,Taitula,Atiganda,"24 7'39""",Kumbha
20-10-2018,957,Ekadasi,Dhanista,Vanija,Ganda,"24 6'57""",Kumbha
10-03-2019,957,Thadiya,Revathi,Garaja,Bramha,"24 7'17""",Meena
11-02-2018,957,Ekadasi,Mula,Bawa,Harshana,"24 6'28""",Dhanu
01-12-2019,953,Panchami,Uttara-Shaada,Bawa,Vridhi,"24 7'51""",Makara
16-09-2018,952,Sapthami,Anuradha,Garaja,Prithi,"24 6'54""",Vrushchika
01-09-2018,952,Shasti,Bharani,Garaja,Dhruva,"24 6'53""",Mesha
29-09-2018,950,Chaviti,Bharani,Balava,Vajra,"24 6'56""",Mesha
27-07-2019,949,Dasami,Kruthika,Vanija,Ganda,"24 7'36""",Mesha
20-04-2019,948,Padyami,Swati,Balava,Vajra,"24 7'21""",Tula
24-02-2018,948,Navami,Rohini,Balava,Vaidhruthi,"24 6'29""",Vrushabha
05-05-2019,944,Amavasya,Bharani,Nagava,Ayushman,"24 7'23""",Mesha
29-12-2018,937,Sapthami,Uttara,Bawa,Saubhagya,"24 7'8""",Kanya
15-06-2019,937,Trayodasi,Visakha,Kaulava,Siddha,"24 7'29""",Tula
17-06-2018,933,Chavithi,Pushyami,Vanija,Vyaghata,"24 6'42""",Karkataka
22-06-2019,933,Panchami,Dhanista,Kaulava,Vishkambha,"24 7'31""",Makara
03-02-2018,930,Thadiya,Pubha,Vishti,Atiganda,"24 6'27""",Simha
22-04-2016,927,Punnami,Chitta,Bawa,Vajra,"24 5'4""",Tula
02-06-2019,926,Chaturdasi,Kruthika,Vishti,Atiganda,"24 7'27""",Mesha
16-03-2019,923,Navami,Aarudra,Kaulava,Saubhagya,"24 7'18""",Mithuna
27-04-2019,923,Ashtami,Sravanam,Balava,Sadhya,"24 7'22""",Makara
28-07-2019,922,Ekadasi,Rohini,Bawa,Vridhi,"24 7'37""",Vrushabha
09-09-2018,917,Chaturdasi,Makha,Sakuna,Siddha,"24 6'54""",Simha
23-12-2018,911,Padyami,Aarudra,Balava,Sukla,"24 7'7""",Mithuna
04-02-2018,911,Chaviti,Uttara,Balava,Sukarman,"24 6'27""",Kanya
03-03-2019,910,Dvadasi,Uttara-Shaada,Taitula,Variyan,"24 7'17""",Makara
03-03-2018,906,Padyami,Uttara,Kaulava,Dhrithi,"24 6'30""",Simha
20-05-2018,906,Panchami,Pushyami,Balava,Ganda,"24 6'38""",Karkataka
17-12-2016,905,Chaviti,Pushyami,Bawa,Indra,"24 5'34""",Karkataka
22-09-2018,904,Dvadasi,Dhanista,Balava,Sukarman,"24 6'55""",Makara
02-09-2018,902,Sapthami,Kruthika,Vishti,Vyaghata,"24 6'53""",Mesha
21-04-2019,897,Vidhiya,Visakha,Taitula,Siddhi,"24 7'21""",Tula
13-05-2018,892,Trayodasi,Revathi,Garaja,Prithi,"24 6'37""",Meena
30-12-2018,890,Ashtami,Hasta,Kaulava,Sobhana,"24 7'8""",Kanya
05-04-2016,889,Dvadasi,Satabhisham,Taitula,Subha,"24 5'2""",Kumbha
09-06-2018,886,Dasami,Revathi,Vanija,Saubhagya,"24 6'41""",Meena
24-03-2019,885,Chaviti,Swati,Bawa,Harshana,"24 7'19""",Tula
18-04-2016,881,Ekadasi,Pubha,Vishti,Vridhi,"24 5'3""",Simha
26-11-2017,880,Sapthami,Dhanista,Vanija,Dhruva,"24 6'16""",Makara
14-07-2019,879,Trayodasi,Jyesta,Kaulava,Sukla,"24 7'34""",Vrushchika
28-04-2018,879,Trayodasi,Hasta,Taitula,Harshana,"24 6'35""",Kanya
23-06-2019,878,Shasti,Satabhisham,Garaja,Prithi,"24 7'31""",Kumbha
01-04-2016,878,Ashtami,Purva-Shada,Kaulava,Parigha,"24 5'2""",Dhanu
09-06-2019,877,Shasti,Makha,Taitula,Harshana,"24 7'28""",Simha
10-05-2017,877,Chaturdasi,Swati,Vanija,Vyatipata,"24 5'51""",Tula
07-07-2018,871,Ashtami,Revathi,Kaulava,Atiganda,"24 6'46""",Meena
08-12-2018,870,Padyami,Jyesta,Kimstughana,Soola,"24 7'4""",Vrushchika
16-06-2019,870,Chaturdasi,Anuradha,Garaja,Sadhya,"24 7'30""",Vrushchika
21-10-2018,869,Dvadasi,Satabhisham,Bawa,Vridhi,"24 6'58""",Kumbha
18-03-2017,868,Panchami,Visakha,Taitula,Harshana,"24 5'45""",Vrushchika
12-01-2023,866,Panchami,Pubha,Kaulava,Saubhagya,"24 10'36""",Simha
12-08-2018,865,Padyami,Makha,Kimstughana,Variyan,"24 6'51""",Simha
18-11-2017,864,Amavasya,Visakha,Chatushpada,Sobhana,"24 6'15""",Tula
14-04-2019,864,Navami,Pushyami,Kaulava,Dhrithi,"24 7'21""",Karkataka
23-06-2018,863,Dasami,Chitta,Garaja,Parigha,"24 6'43""",Tula
31-05-2016,862,Navami,Purva-Bhadra,Garaja,Prithi,"24 5'9""",Meena
21-04-2016,861,Chaturdasi,Hasta,Vanija,Harshana,"24 5'4""",Kanya
27-01-2019,861,Sapthami,Chitta,Vishti,Dhrithi,"24 7'13""",Kanya
07-10-2017,861,Vidhiya,Ashwini,Taitula,Vyaghata,"24 6'10""",Mesha
05-06-2022,859,Panchami,Aslesha,Balava,Dhruva,"24 10'1""",Karkataka
18-08-2019,859,Thadiya,Purva-Bhadra,Vanija,Sukarman,"24 7'39""",Kumbha
27-11-2016,858,Trayodasi,Swati,Vanija,Saubhagya,"24 5'31""",Tula
13-01-2018,856,Dvadasi,Anuradha,Kaulava,Ganda,"24 6'24""",Vrushchika
