Date,No_of_Accidents,Tithi,Nakshtra,Karna,Yoga,Ayanamsa,Rashi
10-06-2020,3942,Panchami,Sravanam,Kaulava,Indra,"24 8'18""",Makara
04-06-2020,3935,Trayodasi,Visakha,Taitula,Parigha,"24 8'17""",Tula
12-09-2019,3931,Trayodasi,Dhanista,Taitula,Sukarman,"24 7'42""",Makara
10-08-2021,3929,Vidhiya,Makha,Balava,Parigha,"24 9'20""",Simha
08-06-2020,3928,Thadiya,Purva-Shada,Vanija,Sukla,"24 8'18""",Dhanu
17-09-2019,3925,Thadiya,Revathi,Vanija,Dhruva,"24 7'42""",Meena
04-11-2019,3922,Sapthami,Sravanam,Vanija,Soola,"24 7'47""",Makara
05-09-2022,3921,Navami,Mula,Kaulava,Prithi,"24 10'16""",Dhanu
23-01-2020,3917,Trayodasi,Purva-Shada,Vanija,Vyaghata,"24 8'1""",Dhanu
10-03-2020,3911,Padyami,Pubha,Balava,Soola,"24 8'6""",Simha
17-09-2022,3902,Sapthami,Rohini,Vishti,Vajra,"24 10'18""",Vrushabha
18-06-2022,3894,Chaviti,Sravanam,Balava,Vaidhruthi,"24 10'4""",Makara
24-09-2019,3883,Dasami,Punarwasu,Vanija,Parigha,"24 7'43""",Mithuna
25-10-2020,3880,Navami,Sravanam,Kaulava,Ganda,"24 8'36""",Makara
27-12-2020,3875,Dvadasi,Kruthika,Balava,Sadhya,"24 8'47""",Vrushabha
28-05-2022,3868,Trayodasi,Ashwini,Vanija,Sobhana,"24 10'0""",Mesha
28-11-2020,3867,Trayodasi,Bharani,Taitula,Variyan,"24 8'41""",Mesha
11-09-2019,3860,Dvadasi,Sravanam,Balava,Atiganda,"24 7'42""",Makara
20-09-2019,3856,Shasti,Kruthika,Garaja,Vajra,"24 7'43""",Vrushabha
12-02-2019,3851,Sapthami,Bharani,Garaja,Sukla,"24 7'15""",Mesha
05-12-2019,3848,Ashtami,Purva-Bhadra,Bawa,Vajra,"24 7'52""",Kumbha
06-08-2022,3843,Ashtami,Visakha,Bawa,Sukla,"24 10'13""",Tula
20-07-2021,3832,Ekadasi,Anuradha,Vanija,Sukla,"24 9'17""",Vrushchika
30-07-2022,3832,Padyami,Aslesha,Bawa,Vyatipata,"24 10'11""",Karkataka
26-11-2021,3831,Shasti,Aslesha,Vanija,Bramha,"24 9'33""",Karkataka
20-11-2018,3829,Dvadasi,Revathi,Bawa,Siddhi,"24 7'1""",Meena
01-10-2022,3809,Shasti,Anuradha,Kaulava,Ayushman,"24 10'19""",Vrushchika
26-12-2020,3807,Ekadasi,Bharani,Vishti,Siddha,"24 8'46""",Mesha
28-10-2019,3807,Amavasya,Chitta,Nagava,Prithi,"24 7'47""",Tula
24-10-2020,3807,Ashtami,Uttara-Shaada,Bawa,Dhrithi,"24 8'36""",Makara
05-02-2020,3806,Ekadasi,Rohini,Vanija,Indra,"24 8'3""",Vrushabha
05-09-2019,3806,Sapthami,Visakha,Garaja,Vaidhruthi,"24 7'41""",Vrushchika
18-10-2018,3805,Navami,Sravanam,Balava,Dhrithi,"24 6'57""",Makara
06-03-2022,3802,Chavithi,Revathi,Vanija,Bramha,"24 9'49""",Meena
13-04-2020,3800,Shasti,Mula,Garaja,Parigha,"24 8'10""",Dhanu
16-12-2019,3799,Chaviti,Pushyami,Balava,Indra,"24 7'54""",Karkataka
01-10-2020,3798,Punnami,Purva-Bhadra,Vishti,Vridhi,"24 8'34""",Meena
26-05-2020,3797,Thadiya,Aarudra,Garaja,Soola,"24 8'15""",Mithuna
09-10-2019,3794,Ekadasi,Dhanista,Vanija,Soola,"24 7'44""",Makara
15-01-2020,3786,Panchami,Pubha,Kaulava,Sobhana,"24 7'59""",Simha
19-10-2018,3783,Dasami,Dhanista,Taitula,Soola,"24 6'57""",Makara
07-11-2018,3782,Amavasya,Swati,Chatushpada,Ayushman,"24 7'0""",Tula
22-11-2020,3775,Ashtami,Dhanista,Vishti,Dhruva,"24 8'40""",Kumbha
19-05-2021,3773,Sapthami,Aslesha,Vanija,Vridhi,"24 9'5""",Karkataka
30-10-2018,3771,Shasti,Aarudra,Garaja,Siddha,"24 6'59""",Mithuna
28-08-2019,3763,Dvadasi,Punarwasu,Taitula,Vyatipata,"24 7'40""",Karkataka
15-01-2022,3762,Trayodasi,Mrugasira,Kaulava,Bramha,"24 9'42""",Vrushabha
08-01-2018,3761,Sapthami,Uttara,Vishti,Sobhana,"24 6'23""",Kanya
18-12-2022,3758,Navami,Hasta,Garaja,Saubhagya,"24 10'31""",Kanya
10-02-2020,3757,Padyami,Makha,Kaulava,Sobhana,"24 8'3""",Simha
25-09-2019,3753,Ekadasi,Pushyami,Bawa,Siva,"24 7'43""",Karkataka
16-11-2018,3749,Ashtami,Dhanista,Bawa,Dhruva,"24 7'1""",Kumbha
27-09-2019,3748,Trayodasi,Makha,Vanija,Sadhya,"24 7'43""",Simha
09-01-2018,3747,Ashtami,Hasta,Balava,Atiganda,"24 6'23""",Kanya
02-11-2018,3746,Navami,Aslesha,Garaja,Sukla,"24 6'59""",Karkataka
11-02-2020,3743,Vidhiya,Pubha,Garaja,Atiganda,"24 8'3""",Simha
02-04-2021,3739,Panchami,Anuradha,Taitula,Siddhi,"24 8'59""",Vrushchika
27-11-2020,3731,Dvadasi,Ashwini,Balava,Vyatipata,"24 8'41""",Mesha
08-04-2021,3728,Ekadasi,Dhanista,Balava,Subha,"24 9'0""",Kumbha
26-10-2018,3728,Vidhiya,Bharani,Taitula,Siddhi,"24 6'58""",Mesha
21-05-2020,3725,Chaturdasi,Bharani,Vishti,Saubhagya,"24 8'15""",Mesha
15-09-2017,3724,Dasami,Aarudra,Vanija,Vyatipata,"24 6'8""",Mithuna
04-10-2018,3719,Dasami,Pushyami,Vanija,Siva,"24 6'56""",Karkataka
22-09-2020,3713,Shasti,Anuradha,Kaulava,Vishkambha,"24 8'33""",Vrushchika
12-02-2020,3713,Thadiya,Uttara,Vishti,Sukarman,"24 8'3""",Kanya
02-10-2019,3711,Chavithi,Visakha,Vishti,Vishkambha,"24 7'44""",Tula
15-05-2022,3711,Chaturdasi,Swati,Garaja,Vyatipata,"24 9'58""",Tula
21-01-2020,3705,Ekadasi,Jyesta,Balava,Vridhi,"24 8'0""",Vrushchika
07-10-2019,3705,Navami,Uttara-Shaada,Kaulava,Sukarman,"24 7'44""",Makara
24-01-2019,3705,Chaviti,Pubha,Bawa,Sobhana,"24 7'12""",Simha
22-01-2020,3701,Dvadasi,Mula,Taitula,Dhruva,"24 8'0""",Dhanu
30-10-2021,3701,Navami,Aslesha,Taitula,Subha,"24 9'29""",Karkataka
01-10-2019,3700,Thadiya,Swati,Taitula,Vaidhruthi,"24 7'44""",Tula
16-09-2019,3699,Vidhiya,Uttara-Bhadra,Taitula,Vridhi,"24 7'42""",Meena
04-12-2022,3697,Ekadasi,Revathi,Vishti,Vyatipata,"24 10'28""",Meena
23-07-2022,3697,Dasami,Kruthika,Vishti,Ganda,"24 10'10""",Vrushabha
09-02-2018,3697,Navami,Anuradha,Garaja,Dhruva,"24 6'27""",Vrushchika
09-09-2019,3696,Ekadasi,Purva-Shada,Vanija,Saubhagya,"24 7'42""",Dhanu
22-01-2022,3693,Chaviti,Pubha,Balava,Sobhana,"24 9'44""",Simha
11-05-2020,3692,Chaviti,Mula,Balava,Siddha,"24 8'13""",Dhanu
03-06-2020,3691,Dvadasi,Swati,Balava,Variyan,"24 8'17""",Tula
06-09-2019,3690,Ashtami,Anuradha,Vishti,Vishkambha,"24 7'41""",Vrushchika
06-11-2022,3688,Trayodasi,Revathi,Kaulava,Harshana,"24 10'24""",Meena
20-03-2022,3685,Vidhiya,Chitta,Garaja,Dhruva,"24 9'51""",Kanya
31-10-2018,3684,Sapthami,Punarwasu,Bawa,Sadhya,"24 6'59""",Karkataka
21-09-2020,3682,Chavithi,Visakha,Vishti,Vaidhruthi,"24 8'33""",Tula
20-05-2020,3676,Trayodasi,Ashwini,Garaja,Ayushman,"24 8'14""",Mesha
20-12-2017,3674,Vidhiya,Purva-Shada,Balava,Vridhi,"24 6'20""",Dhanu
16-10-2018,3671,Sapthami,Purva-Shada,Vanija,Atiganda,"24 6'57""",Dhanu
10-09-2019,3668,Dvadasi,Uttara-Shaada,Bawa,Sobhana,"24 7'42""",Makara
10-04-2020,3666,Thadiya,Visakha,Vanija,Vajra,"24 8'9""",Tula
07-04-2020,3665,Chaturdasi,Uttara,Garaja,Dhruva,"24 8'9""",Kanya
29-10-2018,3658,Panchami,Mrugasira,Kaulava,Siva,"24 6'58""",Mithuna
11-11-2019,3650,Chaturdasi,Ashwini,Garaja,Siddhi,"24 7'48""",Mesha
29-09-2017,3650,Navami,Purva-Shada,Balava,Sobhana,"24 6'9""",Dhanu
09-10-2020,3648,Sapthami,Aarudra,Vishti,Variyan,"24 8'35""",Mithuna
23-09-2019,3646,Navami,Aarudra,Taitula,Variyan,"24 7'43""",Mithuna
10-03-2021,3644,Dvadasi,Sravanam,Kaulava,Parigha,"24 8'57""",Makara
09-07-2022,3641,Dasami,Swati,Taitula,Siddha,"24 10'8""",Tula
01-02-2019,3638,Dvadasi,Mula,Kaulava,Vyaghata,"24 7'13""",Dhanu
08-12-2017,3637,Panchami,Aslesha,Taitula,Indra,"24 6'18""",Karkataka
21-11-2017,3632,Thadiya,Mula,Taitula,Dhrithi,"24 6'15""",Dhanu
08-11-2018,3630,Padyami,Visakha,Kimstughana,Saubhagya,"24 7'0""",Tula
19-05-2020,3623,Dvadasi,Revathi,Kaulava,Prithi,"24 8'14""",Meena
19-12-2017,3622,Padyami,Mula,Kimstughana,Ganda,"24 6'20""",Dhanu
17-10-2018,3618,Ashtami,Uttara-Shaada,Bawa,Sukarman,"24 6'57""",Dhanu
13-12-2017,3614,Dasami,Chitta,Vishti,Saubhagya,"24 6'19""",Kanya
14-12-2017,3613,Ekadasi,Swati,Balava,Sobhana,"24 6'19""",Tula
08-09-2017,3610,Vidhiya,Uttara-Bhadra,Garaja,Ganda,"24 6'7""",Meena
03-10-2018,3608,Ashtami,Punarwasu,Kaulava,Parigha,"24 6'56""",Mithuna
14-11-2018,3608,Shasti,Uttara-Shaada,Taitula,Ganda,"24 7'1""",Makara
16-01-2019,3603,Dasami,Bharani,Taitula,Sadhya,"24 7'11""",Mesha
23-08-2017,3601,Vidhiya,Pubha,Balava,Siva,"24 6'6""",Simha
10-04-2022,3598,Ashtami,Punarwasu,Bawa,Sukarman,"24 9'53""",Karkataka
31-01-2020,3595,Shasti,Revathi,Kaulava,Siddha,"24 8'2""",Meena
11-12-2018,3594,Chavithi,Uttara-Shaada,Vanija,Dhruva,"24 7'5""",Makara
10-09-2022,3594,Punnami,Satabhisham,Vishti,Dhrithi,"24 10'17""",Kumbha
05-09-2018,3593,Dasami,Aarudra,Vanija,Siddhi,"24 6'53""",Mithuna
02-09-2021,3592,Dasami,Aarudra,Vishti,Siddhi,"24 9'23""",Mithuna
14-10-2019,3589,Punnami,Revathi,Bawa,Vyaghata,"24 7'45""",Meena
07-02-2018,3588,Sapthami,Swati,Bawa,Ganda,"24 6'27""",Tula
12-03-2020,3586,Thadiya,Chitta,Vanija,Vridhi,"24 8'7""",Kanya
06-09-2018,3584,Ekadasi,Punarwasu,Bawa,Vyatipata,"24 6'54""",Mithuna
12-01-2018,3582,Ekadasi,Visakha,Bawa,Soola,"24 6'24""",Vrushchika
29-01-2022,3580,Dvadasi,Jyesta,Kaulava,Vyaghata,"24 9'45""",Vrushchika
30-11-2018,3579,Ashtami,Makha,Balava,Vaidhruthi,"24 7'3""",Simha
09-10-2018,3579,Amavasya,Hasta,Nagava,Indra,"24 6'56""",Kanya
04-02-2019,3577,Amavasya,Uttara-Shaada,Chatushpada,Siddhi,"24 7'14""",Makara
03-03-2021,3574,Chaviti,Chitta,Balava,Vridhi,"24 8'56""",Tula
15-04-2021,3571,Thadiya,Kruthika,Taitula,Ayushman,"24 9'1""",Vrushabha
24-03-2020,3567,Amavasya,Purva-Bhadra,Chatushpada,Sukla,"24 8'8""",Meena
25-06-2022,3565,Dvadasi,Bharani,Kaulava,Sukarman,"24 10'5""",Mesha
26-04-2021,3561,Chaturdasi,Hasta,Garaja,Harshana,"24 9'2""",Kanya
02-10-2018,3561,Sapthami,Aarudra,Bawa,Variyan,"24 6'56""",Mithuna
03-09-2022,3555,Sapthami,Anuradha,Garaja,Vaidhruthi,"24 10'16""",Vrushchika
06-12-2017,3555,Thadiya,Punarwasu,Vishti,Sukla,"24 6'17""",Mithuna
20-04-2021,3553,Ashtami,Punarwasu,Vishti,Dhrithi,"24 9'1""",Karkataka
20-09-2017,3550,Amavasya,Uttara,Nagava,Subha,"24 6'8""",Simha
01-10-2018,3547,Shasti,Rohini,Vanija,Vyatipata,"24 6'56""",Vrushabha
26-11-2018,3541,Thadiya,Aarudra,Vishti,Sadhya,"24 7'2""",Mithuna
13-03-2020,3541,Chaviti,Swati,Balava,Vyaghata,"24 8'7""",Tula
19-06-2021,3541,Navami,Hasta,Balava,Vyatipata,"24 9'11""",Kanya
03-04-2020,3540,Navami,Pushyami,Kaulava,Sukarman,"24 8'9""",Karkataka
06-04-2021,3539,Navami,Uttara-Shaada,Garaja,Siddha,"24 9'0""",Makara
21-03-2018,3539,Chavithi,Bharani,Vanija,Vaidhruthi,"24 6'31""",Mesha
11-02-2019,3536,Shasti,Ashwini,Kaulava,Subha,"24 7'15""",Mesha
11-09-2018,3535,Vidhiya,Uttara,Balava,Subha,"24 6'54""",Kanya
21-11-2018,3533,Trayodasi,Ashwini,Kaulava,Vyatipata,"24 7'2""",Mesha
12-12-2017,3532,Navami,Hasta,Garaja,Ayushman,"24 6'18""",Kanya
20-03-2018,3531,Thadiya,Ashwini,Taitula,Indra,"24 6'31""",Mesha
23-10-2018,3531,Chaturdasi,Uttara-Bhadra,Garaja,Vyaghata,"24 6'58""",Meena
27-11-2017,3531,Ashtami,Satabhisham,Bawa,Vyaghata,"24 6'16""",Kumbha
14-02-2019,3530,Navami,Rohini,Balava,Indra,"24 7'15""",Vrushabha
01-12-2017,3529,Dvadasi,Ashwini,Balava,Variyan,"24 6'17""",Mesha
18-03-2021,3527,Panchami,Bharani,Bawa,Vaidhruthi,"24 8'58""",Mesha
23-01-2019,3526,Vidhiya,Makha,Garaja,Ayushman,"24 7'12""",Simha
02-07-2022,3525,Thadiya,Pushyami,Taitula,Harshana,"24 10'6""",Karkataka
11-10-2017,3523,Shasti,Mrugasira,Vanija,Variyan,"24 6'10""",Mithuna
06-11-2021,3523,Vidhiya,Visakha,Balava,Saubhagya,"24 9'30""",Vrushchika
30-11-2017,3521,Ekadasi,Revathi,Vishti,Vyatipata,"24 6'16""",Meena
14-12-2018,3520,Shasti,Satabhisham,Taitula,Vajra,"24 7'5""",Kumbha
05-10-2018,3520,Ekadasi,Aslesha,Bawa,Siddha,"24 6'56""",Karkataka
10-10-2018,3520,Padyami,Chitta,Bawa,Vaidhruthi,"24 6'56""",Tula
30-09-2019,3516,Vidhiya,Chitta,Balava,Indra,"24 7'44""",Kanya
22-03-2018,3507,Panchami,Kruthika,Bawa,Vishkambha,"24 6'31""",Vrushabha
25-10-2018,3506,Padyami,Ashwini,Balava,Vajra,"24 6'58""",Mesha
28-01-2020,3504,Thadiya,Satabhisham,Garaja,Variyan,"24 8'1""",Kumbha
21-02-2020,3504,Trayodasi,Uttara-Shaada,Garaja,Vyatipata,"24 8'5""",Makara
22-09-2017,3502,Vidhiya,Chitta,Kaulava,Bramha,"24 6'9""",Kanya
17-08-2017,3502,Dasami,Mrugasira,Vanija,Harshana,"24 6'5""",Vrushabha
26-03-2021,3502,Dvadasi,Makha,Balava,Dhrithi,"24 8'59""",Simha
28-09-2017,3500,Ashtami,Mula,Vishti,Saubhagya,"24 6'9""",Dhanu
25-01-2019,3495,Panchami,Uttara,Kaulava,Atiganda,"24 7'12""",Kanya
07-09-2017,3488,Padyami,Purva-Bhadra,Kaulava,Soola,"24 6'7""",Kumbha
27-02-2019,3488,Ashtami,Jyesta,Kaulava,Harshana,"24 7'16""",Vrushchika
22-04-2020,3483,Chaturdasi,Revathi,Sakuna,Vishkambha,"24 8'11""",Meena
14-04-2021,3478,Vidhiya,Bharani,Kaulava,Prithi,"24 9'1""",Mesha
26-02-2022,3475,Dasami,Mula,Vishti,Siddhi,"24 9'48""",Dhanu
13-02-2019,3475,Ashtami,Kruthika,Vishti,Bramha,"24 7'15""",Mesha
22-02-2023,3475,Vidhiya,Purva-Bhadra,Kaulava,Siddha,"24 10'42""",Kumbha
27-11-2018,3473,Chaviti,Punarwasu,Balava,Sukla,"24 7'3""",Mithuna
15-10-2018,3472,Shasti,Mula,Taitula,Sobhana,"24 6'57""",Dhanu
04-08-2017,3471,Dvadasi,Mula,Bawa,Vaidhruthi,"24 6'4""",Dhanu
26-02-2020,3470,Vidhiya,Uttara-Bhadra,Kaulava,Sadhya,"24 8'5""",Meena
26-09-2017,3469,Shasti,Anuradha,Kaulava,Prithi,"24 6'9""",Vrushchika
18-12-2017,3468,Amavasya,Jyesta,Nagava,Soola,"24 6'19""",Vrushchika
23-02-2021,3467,Ekadasi,Aarudra,Vanija,Prithi,"24 8'56""",Mithuna
07-05-2020,3467,Punnami,Swati,Vishti,Vyatipata,"24 8'13""",Tula
22-08-2017,3465,Padyami,Makha,Kimstughana,Parigha,"24 6'6""",Simha
18-09-2022,3465,Ashtami,Mrugasira,Balava,Siddhi,"24 10'18""",Vrushabha
06-09-2017,3465,Punnami,Satabhisham,Bawa,Sukarman,"24 6'7""",Kumbha
22-01-2019,3463,Padyami,Pushyami,Kaulava,Prithi,"24 7'12""",Karkataka
24-01-2018,3462,Sapthami,Revathi,Garaja,Siddha,"24 6'25""",Meena
12-12-2018,3461,Panchami,Sravanam,Bawa,Vyaghata,"24 7'5""",Makara
06-02-2019,3458,Padyami,Dhanista,Bawa,Variyan,"24 7'14""",Kumbha
13-11-2022,3458,Panchami,Aarudra,Kaulava,Sadhya,"24 10'25""",Mithuna
12-10-2018,3457,Thadiya,Visakha,Garaja,Prithi,"24 6'57""",Tula
21-09-2017,3457,Padyami,Hasta,Bawa,Sukla,"24 6'8""",Kanya
17-01-2018,3456,Amavasya,Uttara-Shaada,Nagava,Harshana,"24 6'24""",Dhanu
15-04-2020,3456,Ashtami,Uttara-Shaada,Balava,Siddha,"24 8'10""",Dhanu
07-12-2017,3456,Chaviti,Pushyami,Balava,Bramha,"24 6'18""",Karkataka
17-07-2021,3456,Sapthami,Hasta,Vanija,Siva,"24 9'16""",Kanya
21-12-2018,3455,Trayodasi,Kruthika,Taitula,Sadhya,"24 7'7""",Vrushabha
04-03-2021,3453,Shasti,Swati,Garaja,Dhruva,"24 8'57""",Tula
05-07-2021,3453,Ekadasi,Bharani,Bawa,Dhrithi,"24 9'14""",Mesha
26-06-2021,3451,Vidhiya,Purva-Shada,Taitula,Indra,"24 9'12""",Dhanu
09-01-2020,3449,Trayodasi,Mrugasira,Taitula,Bramha,"24 7'58""",Vrushabha
10-05-2021,3447,Chaturdasi,Ashwini,Vishti,Ayushman,"24 9'4""",Mesha
03-12-2018,3446,Ekadasi,Hasta,Bawa,Ayushman,"24 7'3""",Kanya
03-03-2020,3446,Ashtami,Rohini,Vishti,Vishkambha,"24 8'6""",Vrushabha
23-02-2023,3446,Thadiya,Uttara-Bhadra,Garaja,Subha,"24 10'42""",Meena
23-10-2021,3446,Thadiya,Kruthika,Vanija,Vyatipata,"24 9'28""",Mesha
29-04-2020,3446,Shasti,Aarudra,Kaulava,Dhrithi,"24 8'11""",Mithuna
07-02-2019,3444,Vidhiya,Satabhisham,Kaulava,Parigha,"24 7'14""",Kumbha
15-12-2017,3443,Dvadasi,Visakha,Taitula,Atiganda,"24 6'19""",Tula
24-07-2022,3443,Ekadasi,Rohini,Balava,Vridhi,"24 10'10""",Vrushabha
27-09-2017,3438,Sapthami,Jyesta,Garaja,Ayushman,"24 6'9""",Vrushchika
25-09-2018,3438,Punnami,Uttara-Bhadra,Bawa,Ganda,"24 6'55""",Meena
09-01-2021,3436,Ekadasi,Visakha,Bawa,Soola,"24 8'49""",Tula
19-11-2018,3435,Ekadasi,Uttara-Bhadra,Vanija,Vajra,"24 7'1""",Meena
06-03-2020,3429,Ekadasi,Punarwasu,Vishti,Saubhagya,"24 8'6""",Mithuna
14-05-2020,3428,Sapthami,Sravanam,Bawa,Sukla,"24 8'14""",Makara
28-08-2022,3428,Padyami,Pubha,Kimstughana,Siva,"24 10'15""",Simha
13-03-2018,3425,Ekadasi,Uttara-Shaada,Balava,Parigha,"24 6'31""",Makara
06-12-2018,3425,Chaturdasi,Visakha,Sakuna,Sukarman,"24 7'4""",Vrushchika
12-11-2018,3423,Panchami,Purva-Shada,Bawa,Dhrithi,"24 7'0""",Dhanu
26-09-2018,3422,Padyami,Uttara-Bhadra,Kaulava,Vridhi,"24 6'55""",Meena
21-08-2022,3422,Navami,Rohini,Garaja,Harshana,"24 10'15""",Vrushabha
19-12-2018,3422,Ekadasi,Ashwini,Vishti,Siva,"24 7'6""",Mesha
02-06-2020,3421,Ekadasi,Hasta,Vanija,Vyatipata,"24 8'17""",Kanya
05-09-2017,3420,Chaturdasi,Dhanista,Vanija,Atiganda,"24 6'7""",Kumbha
12-05-2020,3416,Panchami,Purva-Shada,Taitula,Sadhya,"24 8'13""",Dhanu
30-03-2021,3416,Vidhiya,Chitta,Taitula,Vyaghata,"24 8'59""",Kanya
20-02-2018,3414,Chavithi,Revathi,Vishti,Subha,"24 6'29""",Meena
19-09-2017,3413,Chaturdasi,Pubha,Sakuna,Sadhya,"24 6'8""",Simha
18-08-2017,3411,Ekadasi,Aarudra,Balava,Vajra,"24 6'5""",Mithuna
16-01-2018,3409,Chaturdasi,Purva-Shada,Sakuna,Vyaghata,"24 6'24""",Dhanu
17-07-2022,3409,Chaviti,Satabhisham,Balava,Saubhagya,"24 10'9""",Kumbha
11-01-2018,3408,Dasami,Swati,Vanija,Dhrithi,"24 6'23""",Tula
01-06-2020,3406,Dasami,Uttara,Taitula,Siddhi,"24 8'16""",Kanya
05-02-2019,3405,Amavasya,Sravanam,Nagava,Vyatipata,"24 7'14""",Makara
23-01-2018,3405,Shasti,Uttara-Bhadra,Kaulava,Siva,"24 6'25""",Meena
31-03-2021,3404,Thadiya,Swati,Vanija,Harshana,"24 8'59""",Tula
04-02-2020,3404,Dasami,Rohini,Taitula,Bramha,"24 8'2""",Vrushabha
29-03-2018,3404,Trayodasi,Makha,Kaulava,Soola,"24 6'32""",Simha
04-01-2018,3403,Thadiya,Pushyami,Vanija,Vishkambha,"24 6'22""",Karkataka
27-04-2021,3402,Punnami,Swati,Bawa,Siddhi,"24 9'2""",Tula
01-09-2017,3401,Dasami,Mula,Garaja,Prithi,"24 6'7""",Dhanu
22-11-2017,3400,Chavithi,Mula,Vanija,Soola,"24 6'15""",Dhanu
05-03-2020,3399,Dasami,Aarudra,Taitula,Ayushman,"24 8'6""",Mithuna
07-09-2018,3398,Dvadasi,Pushyami,Taitula,Variyan,"24 6'54""",Karkataka
04-10-2017,3398,Trayodasi,Purva-Bhadra,Taitula,Ganda,"24 6'10""",Kumbha
31-07-2022,3396,Vidhiya,Makha,Kaulava,Variyan,"24 10'12""",Simha
18-05-2021,3394,Shasti,Pushyami,Taitula,Ganda,"24 9'5""",Karkataka
25-08-2017,3393,Chavithi,Hasta,Vanija,Subha,"24 6'6""",Kanya
03-04-2022,3393,Vidhiya,Ashwini,Kaulava,Vaidhruthi,"24 9'52""",Mesha
27-04-2020,3391,Chavithi,Mrugasira,Vanija,Atiganda,"24 8'11""",Vrushabha
23-04-2018,3391,Ashtami,Pushyami,Vishti,Dhrithi,"24 6'34""",Karkataka
04-09-2019,3389,Shasti,Swati,Kaulava,Indra,"24 7'41""",Tula
11-12-2017,3388,Ashtami,Uttara,Kaulava,Prithi,"24 6'18""",Kanya
14-09-2017,3387,Navami,Mrugasira,Taitula,Siddhi,"24 6'8""",Mithuna
15-03-2018,3385,Trayodasi,Dhanista,Garaja,Siddha,"24 6'31""",Makara
01-01-2022,3384,Trayodasi,Jyesta,Vanija,Ganda,"24 9'40""",Vrushchika
28-11-2021,3383,Ashtami,Pubha,Kaulava,Vaidhruthi,"24 9'33""",Simha
16-08-2017,3383,Navami,Kruthika,Taitula,Dhruva,"24 6'5""",Vrushabha
11-06-2022,3382,Ekadasi,Chitta,Vishti,Parigha,"24 10'2""",Tula
18-12-2018,3382,Dasami,Revathi,Garaja,Variyan,"24 7'6""",Meena
24-08-2017,3381,Thadiya,Uttara,Taitula,Siddha,"24 6'6""",Kanya
27-11-2021,3381,Sapthami,Makha,Bawa,Indra,"24 9'33""",Simha
20-02-2020,3376,Dvadasi,Purva-Shada,Kaulava,Siddhi,"24 8'4""",Dhanu
30-08-2018,3376,Chaviti,Revathi,Bawa,Ganda,"24 6'53""",Meena
28-04-2021,3375,Padyami,Visakha,Kaulava,Vyatipata,"24 9'2""",Tula
16-10-2021,3375,Ekadasi,Dhanista,Vanija,Ganda,"24 9'27""",Kumbha
19-03-2021,3374,Panchami,Kruthika,Balava,Vishkambha,"24 8'58""",Vrushabha
16-09-2020,3374,Chaturdasi,Makha,Vishti,Siddha,"24 8'32""",Simha
13-11-2018,3373,Panchami,Purva-Shada,Balava,Soola,"24 7'0""",Dhanu
20-11-2022,3373,Ekadasi,Hasta,Balava,Prithi,"24 10'26""",Kanya
22-04-2021,3371,Dasami,Aslesha,Taitula,Ganda,"24 9'2""",Karkataka
11-09-2020,3371,Ashtami,Mrugasira,Kaulava,Siddhi,"24 8'32""",Vrushabha
24-10-2018,3363,Punnami,Revathi,Vishti,Harshana,"24 6'58""",Meena
10-09-2020,3361,Sapthami,Rohini,Bawa,Vajra,"24 8'32""",Vrushabha
12-12-2021,3360,Navami,Uttara-Bhadra,Balava,Siddhi,"24 9'36""",Meena
23-04-2020,3359,Amavasya,Ashwini,Nagava,Prithi,"24 8'11""",Mesha
05-12-2017,3359,Vidhiya,Mrugasira,Taitula,Subha,"24 6'17""",Mithuna
03-10-2017,3357,Dvadasi,Satabhisham,Balava,Soola,"24 6'9""",Kumbha
08-08-2017,3357,Padyami,Sravanam,Balava,Saubhagya,"24 6'4""",Makara
01-03-2021,3356,Vidhiya,Uttara,Garaja,Soola,"24 8'56""",Kanya
17-04-2022,3355,Padyami,Chitta,Balava,Harshana,"24 9'54""",Tula
03-02-2020,3352,Navami,Kruthika,Balava,Sukla,"24 8'2""",Mesha
29-01-2019,3352,Navami,Visakha,Taitula,Ganda,"24 7'13""",Tula
15-11-2019,3351,Thadiya,Mrugasira,Vanija,Siva,"24 7'49""",Vrushabha
13-09-2017,3350,Sapthami,Rohini,Bawa,Vajra,"24 6'8""",Vrushabha
28-02-2020,3350,Chavithi,Revathi,Vishti,Sukla,"24 8'5""",Meena
15-03-2021,3350,Vidhiya,Uttara-Bhadra,Balava,Sukla,"24 8'58""",Meena
04-09-2018,3344,Navami,Mrugasira,Taitula,Vajra,"24 6'53""",Vrushabha
05-02-2018,3344,Panchami,Hasta,Taitula,Dhrithi,"24 6'27""",Kanya
29-11-2017,3343,Dasami,Uttara-Bhadra,Garaja,Siddhi,"24 6'16""",Meena
26-02-2021,3343,Chaturdasi,Aslesha,Garaja,Sobhana,"24 8'56""",Karkataka
28-07-2017,3341,Panchami,Uttara,Balava,Siva,"24 6'3""",Kanya
14-08-2022,3338,Thadiya,Purva-Bhadra,Vanija,Atiganda,"24 10'14""",Kumbha
29-08-2018,3336,Thadiya,Uttara-Bhadra,Vanija,Soola,"24 6'53""",Meena
31-01-2019,3335,Ekadasi,Jyesta,Bawa,Dhruva,"24 7'13""",Vrushchika
25-09-2021,3334,Chaviti,Bharani,Balava,Harshana,"24 9'25""",Mesha
